datetime,sensor_id,power_avg_kw
2021-07-01 00:00:00,2,0.0
2021-07-01 00:15:00,2,0.0
2021-07-01 00:30:00,2,0.0
2021-07-01 00:45:00,2,0.0
2021-07-01 01:00:00,2,0.0
2021-07-01 01:15:00,2,0.0
2021-07-01 01:30:00,2,0.0
2021-07-01 01:45:00,2,0.0
2021-07-01 02:00:00,2,0.0
2021-07-01 02:15:00,2,0.0
2021-07-01 02:30:00,2,0.0
2021-07-01 02:45:00,2,0.0
2021-07-01 03:00:00,2,0.0
2021-07-01 03:15:00,2,0.0
2021-07-01 03:30:00,2,0.0
2021-07-01 03:45:00,2,0.0
2021-07-01 04:00:00,2,0.0
2021-07-01 04:15:00,2,0.0
2021-07-01 04:30:00,2,0.0
2021-07-01 04:45:00,2,0.0
2021-07-01 05:00:00,2,0.0
2021-07-01 05:15:00,2,0.0
2021-07-01 05:30:00,2,0.0
2021-07-01 05:45:00,2,0.0
2021-07-01 06:00:00,2,0.0
2021-07-01 06:15:00,2,0.0
2021-07-01 06:30:00,2,0.995561
2021-07-01 06:45:00,2,1.298663
2021-07-01 07:00:00,2,1.399555
2021-07-01 07:15:00,2,3.291564
2021-07-01 07:30:00,2,7.08312
2021-07-01 07:45:00,2,7.000425
2021-07-01 08:00:00,2,10.48446
2021-07-01 08:15:00,2,12.98888
2021-07-01 08:30:00,2,34.10587
2021-07-01 08:45:00,2,33.10478
2021-07-01 09:00:00,2,27.52487
2021-07-01 09:15:00,2,35.66362
2021-07-01 09:30:00,2,40.37909
2021-07-01 09:45:00,2,45.57689
2021-07-01 10:00:00,2,32.35902
2021-07-01 10:15:00,2,32.20051
2021-07-01 10:30:00,2,22.2444
2021-07-01 10:45:00,2,48.88107
2021-07-01 11:00:00,2,52.58389
2021-07-01 11:15:00,2,23.52962
2021-07-01 11:30:00,2,18.02412
2021-07-01 11:45:00,2,21.18582
2021-07-01 12:00:00,2,52.95836
2021-07-01 12:15:00,2,41.6509
2021-07-01 12:30:00,2,53.94501
2021-07-01 12:45:00,2,51.90926
2021-07-01 13:00:00,2,49.51067
2021-07-01 13:15:00,2,51.29202
2021-07-01 13:30:00,2,53.58978
2021-07-01 13:45:00,2,51.50931
2021-07-01 14:00:00,2,50.80312
2021-07-01 14:15:00,2,48.11199
2021-07-01 14:30:00,2,47.80135
2021-07-01 14:45:00,2,44.31554
2021-07-01 15:00:00,2,42.60756
2021-07-01 15:15:00,2,43.39646
2021-07-01 15:30:00,2,14.13052
2021-07-01 15:45:00,2,25.54865
2021-07-01 16:00:00,2,39.23912
2021-07-01 16:15:00,2,30.93722
2021-07-01 16:30:00,2,30.80049
2021-07-01 16:45:00,2,12.18302
2021-07-01 17:00:00,2,24.14637
