,datetime,meter_id,meter_reading,Watts,kWh
287,4/30/2024 12:00:00 PM,179102828,113295.65,113295650.0,28323.9125
288,4/30/2024 12:15:00 AM,179103021,18941.86,18941860.0,4735.465
289,4/30/2024 12:30:00 AM,179103021,20892.86,20892860.0,5223.215
290,4/30/2024 12:45:00 AM,179103021,18886.6,18886600.0,4721.65
291,4/30/2024 1:00:00 AM,179103021,19572.6,19572600.0,4893.15
292,4/30/2024 1:15:00 AM,179103021,18964.7,18964700.0,4741.175
293,4/30/2024 1:30:00 AM,179103021,16894.81,16894810.0,4223.7025
294,4/30/2024 1:45:00 AM,179103021,19183.7,19183700.0,4795.925
295,4/30/2024 2:00:00 AM,179103021,19813.56,19813560.0,4953.39
296,4/30/2024 2:15:00 AM,179103021,16900.21,16900210.0,4225.0525
297,4/30/2024 2:30:00 AM,179103021,17623.84,17623840.0,4405.96
298,4/30/2024 2:45:00 AM,179103021,20816.15,20816150.0,5204.0375
299,4/30/2024 3:00:00 AM,179103021,18667.3,18667300.0,4666.825
300,4/30/2024 3:15:00 AM,179103021,17538.92,17538920.0,4384.73
301,4/30/2024 3:30:00 AM,179103021,19393.33,19393330.0,4848.3325
302,4/30/2024 3:45:00 AM,179103021,21435.34,21435340.0,5358.835
303,4/30/2024 4:00:00 AM,179103021,22241.6,22241600.0,5560.4
304,4/30/2024 4:15:00 AM,179103021,22708.93,22708930.0,5677.2325
305,4/30/2024 4:30:00 AM,179103021,21036.63,21036630.0,5259.1575
306,4/30/2024 4:45:00 AM,179103021,22543.18,22543180.0,5635.795
307,4/30/2024 5:00:00 AM,179103021,21603.42,21603420.0,5400.855
308,4/30/2024 5:15:00 AM,179103021,22296.09,22296090.0,5574.0225
309,4/30/2024 5:30:00 AM,179103021,20431.96,20431960.0,5107.99
310,4/30/2024 5:45:00 AM,179103021,23011.93,23011930.0,5752.9825
311,4/30/2024 6:00:00 AM,179103021,22267.11,22267110.0,5566.7775
312,4/30/2024 6:15:00 AM,179103021,19768.78,19768780.0,4942.195
313,4/30/2024 6:30:00 AM,179103021,21854.02,21854020.0,5463.505
314,4/30/2024 6:45:00 AM,179103021,20667.03,20667030.0,5166.7575
315,4/30/2024 7:00:00 AM,179103021,22486.53,22486530.0,5621.6325
316,4/30/2024 7:15:00 AM,179103021,26401.77,26401770.0,6600.4425
317,4/30/2024 7:30:00 AM,179103021,23802.5,23802500.0,5950.625
318,4/30/2024 7:45:00 AM,179103021,23704.88,23704880.0,5926.22
319,4/30/2024 8:00:00 AM,179103021,26897.98,26897980.0,6724.495
320,4/30/2024 8:15:00 AM,179103021,22763.53,22763530.0,5690.8825
321,4/30/2024 8:30:00 AM,179103021,26673.6,26673600.0,6668.4
