datetime,meter_id,meter_reading,watts,kwh 
4/30/2024 9:15:00 AM,179102828,88092.48,352369920.0,88092.48
4/30/2024 9:30:00 AM,179102828,90525.33,362101320.0,90525.33
4/30/2024 9:45:00 AM,179102828,90985.52,363942080.0,90985.52
4/30/2024 10:00:00 AM,179102828,94613.84,378455360.0,94613.84
4/30/2024 10:15:00 AM,179102828,90351.85,361407400.0,90351.85
4/30/2024 10:30:00 AM,179102828,101164.58,404658320.0,101164.58
4/30/2024 10:45:00 AM,179102828,89372.9,357491600.0,89372.9
4/30/2024 11:00:00 AM,179102828,108373.47,433493880.0,108373.47
4/30/2024 11:15:00 AM,179102828,108065.45,432261800.0,108065.45
4/30/2024 11:30:00 AM,179102828,105000.09,420000360.0,105000.09
4/30/2024 11:45:00 AM,179102828,104365.96,417463840.0,104365.96
4/30/2024 12:00:00 PM,179102828,113295.65,453182600.0,113295.65
4/30/2024 12:15:00 AM,179103021,18941.86,75767440.0,18941.86
4/30/2024 12:30:00 AM,179103021,20892.86,83571440.0,20892.86
4/30/2024 12:45:00 AM,179103021,18886.6,75546400.0,18886.6
4/30/2024 1:00:00 AM,179103021,19572.6,78290400.0,19572.6
4/30/2024 1:15:00 AM,179103021,18964.7,75858800.0,18964.7
4/30/2024 1:30:00 AM,179103021,16894.81,67579240.0,16894.81
4/30/2024 1:45:00 AM,179103021,19183.7,76734800.0,19183.7
4/30/2024 2:00:00 AM,179103021,19813.56,79254240.0,19813.56
4/30/2024 2:15:00 AM,179103021,16900.21,67600840.0,16900.21
4/30/2024 2:30:00 AM,179103021,17623.84,70495360.0,17623.84
4/30/2024 2:45:00 AM,179103021,20816.15,83264600.0,20816.15
4/30/2024 3:00:00 AM,179103021,18667.3,74669200.0,18667.3
4/30/2024 3:15:00 AM,179103021,17538.92,70155680.0,17538.92
4/30/2024 3:30:00 AM,179103021,19393.33,77573320.0,19393.33
4/30/2024 3:45:00 AM,179103021,21435.34,85741360.0,21435.34
4/30/2024 4:00:00 AM,179103021,22241.6,88966400.0,22241.6
4/30/2024 4:15:00 AM,179103021,22708.93,90835720.0,22708.93
4/30/2024 4:30:00 AM,179103021,21036.63,84146520.0,21036.63
4/30/2024 4:45:00 AM,179103021,22543.18,90172720.0,22543.18
4/30/2024 5:00:00 AM,179103021,21603.42,86413680.0,21603.42
4/30/2024 5:15:00 AM,179103021,22296.09,89184360.0,22296.09
4/30/2024 5:30:00 AM,179103021,20431.96,81727840.0,20431.96
4/30/2024 5:45:00 AM,179103021,23011.93,92047720.0,23011.93
4/30/2024 6:00:00 AM,179103021,22267.11,89068440.0,22267.11
4/30/2024 6:15:00 AM,179103021,19768.78,79075120.0,19768.78
4/30/2024 6:30:00 AM,179103021,21854.02,87416080.0,21854.02
4/30/2024 6:45:00 AM,179103021,20667.03,82668120.0,20667.03
4/30/2024 7:00:00 AM,179103021,22486.53,89946120.0,22486.53
4/30/2024 7:15:00 AM,179103021,26401.77,105607080.0,26401.77
4/30/2024 7:30:00 AM,179103021,23802.5,95210000.0,23802.5
4/30/2024 7:45:00 AM,179103021,23704.88,94819520.0,23704.88
4/30/2024 8:00:00 AM,179103021,26897.98,107591920.0,26897.98
4/30/2024 8:15:00 AM,179103021,22763.53,91054120.0,22763.53
4/30/2024 8:30:00 AM,179103021,26673.6,106694400.0,26673.6
4/30/2024 8:45:00 AM,179103021,21187.96,84751840.0,21187.96
4/30/2024 9:00:00 AM,179103021,24998.93,99995720.0,24998.93
4/30/2024 9:15:00 AM,179103021,25301.38,101205520.0,25301.38
4/30/2024 9:30:00 AM,179103021,25871.25,103485000.0,25871.25
4/30/2024 9:45:00 AM,179103021,29467.0,117868000.0,29467.0
4/30/2024 10:00:00 AM,179103021,27845.52,111382080.0,27845.52
4/30/2024 10:15:00 AM,179103021,30876.54,123506160.0,30876.54
4/30/2024 10:30:00 AM,179103021,31538.92,126155680.0,31538.92
4/30/2024 10:45:00 AM,179103021,31829.28,127317120.0,31829.28
4/30/2024 11:00:00 AM,179103021,31245.17,124980680.0,31245.17
4/30/2024 11:15:00 AM,179103021,27303.49,109213960.0,27303.49
4/30/2024 11:30:00 AM,179103021,32075.69,128302760.0,32075.69
4/30/2024 11:45:00 AM,179103021,29358.04,117432160.0,29358.04
4/30/2024 12:00:00 PM,179103021,31972.98,127891920.0,31972.98
4/30/2024 12:15:00 AM,179103425,3781.16,15124640.0,3781.16
4/30/2024 12:30:00 AM,179103425,692.27,2769080.0,692.27
4/30/2024 12:45:00 AM,179103425,683.85,2735400.0,683.85
4/30/2024 1:00:00 AM,179103425,676.18,2704720.0,676.18
4/30/2024 1:15:00 AM,179103425,1291.3,5165200.0,1291.3
4/30/2024 1:30:00 AM,179103425,745.03,2980120.0,745.03
4/30/2024 1:45:00 AM,179103425,738.28,2953120.0,738.28
4/30/2024 2:00:00 AM,179103425,729.89,2919560.0,729.89
4/30/2024 2:15:00 AM,179103425,728.09,2912360.0,728.09
4/30/2024 2:30:00 AM,179103425,660.56,2642240.0,660.56
4/30/2024 2:45:00 AM,179103425,659.69,2638760.0,659.69
4/30/2024 3:00:00 AM,179103425,658.96,2635840.0,658.96
4/30/2024 3:15:00 AM,179103425,744.74,2978960.0,744.74
4/30/2024 3:30:00 AM,179103425,730.85,2923400.0,730.85
4/30/2024 3:45:00 AM,179103425,726.69,2906760.0,726.69
4/30/2024 4:00:00 AM,179103425,722.88,2891520.0,722.88
4/30/2024 4:15:00 AM,179103425,656.07,2624280.0,656.07
4/30/2024 4:30:00 AM,179103425,655.42,2621680.0,655.42
4/30/2024 4:45:00 AM,179103425,654.34,2617360.0,654.34
4/30/2024 5:00:00 AM,179103425,3845.98,15383920.0,3845.98
4/30/2024 5:15:00 AM,179103425,730.77,2923080.0,730.77
4/30/2024 5:30:00 AM,179103425,730.12,2920480.0,730.12
4/30/2024 5:45:00 AM,179103425,723.67,2894680.0,723.67
4/30/2024 6:00:00 AM,179103425,2715.71,10862840.0,2715.71
4/30/2024 6:15:00 AM,179103425,1527.37,6109480.0,1527.37
4/30/2024 6:30:00 AM,179103425,1101.02,4404080.0,1101.02
4/30/2024 6:45:00 AM,179103425,2254.9,9019600.0,2254.9
4/30/2024 7:00:00 AM,179103425,4585.18,18340720.0,4585.18
4/30/2024 7:15:00 AM,179103425,4568.39,18273560.0,4568.39
4/30/2024 7:30:00 AM,179103425,4963.52,19854080.0,4963.52
4/30/2024 7:45:00 AM,179103425,1132.91,4531640.0,1132.91
4/30/2024 8:00:00 AM,179103425,1138.24,4552960.0,1138.24
4/30/2024 8:15:00 AM,179103425,1072.09,4288360.0,1072.09
4/30/2024 8:30:00 AM,179103425,1512.85,6051400.0,1512.85
4/30/2024 8:45:00 AM,179103425,5405.35,21621400.0,5405.35
4/30/2024 9:00:00 AM,179103425,5453.07,21812280.0,5453.07
4/30/2024 9:15:00 AM,179103425,1525.13,6100520.0,1525.13
4/30/2024 9:30:00 AM,179103425,1491.81,5967240.0,1491.81
4/30/2024 9:45:00 AM,179103425,1535.59,6142360.0,1535.59
4/30/2024 10:00:00 AM,179103425,1894.7,7578800.0,1894.7
4/30/2024 10:15:00 AM,179103425,1641.94,6567760.0,1641.94
4/30/2024 10:30:00 AM,179103425,1603.48,6413920.0,1603.48
4/30/2024 10:45:00 AM,179103425,1594.17,6376680.0,1594.17
4/30/2024 11:00:00 AM,179103425,1646.84,6587360.0,1646.84
4/30/2024 11:15:00 AM,179103425,4854.69,19418760.0,4854.69
4/30/2024 11:30:00 AM,179103425,758.65,3034600.0,758.65
4/30/2024 11:45:00 AM,179103425,755.59,3022360.0,755.59
4/30/2024 12:00:00 PM,179103425,687.91,2751640.0,687.91
4/30/2024 12:15:00 AM,179103728,29936.95,119747800.0,29936.95
4/30/2024 12:30:00 AM,179103728,29321.55,117286200.0,29321.55
4/30/2024 12:45:00 AM,179103728,29162.84,116651360.0,29162.84
4/30/2024 1:00:00 AM,179103728,29517.69,118070760.0,29517.69
4/30/2024 1:15:00 AM,179103728,29315.09,117260360.0,29315.09
4/30/2024 1:30:00 AM,179103728,29135.33,116541320.0,29135.33
4/30/2024 1:45:00 AM,179103728,29043.19,116172760.0,29043.19
4/30/2024 2:00:00 AM,179103728,29243.7,116974800.0,29243.7
4/30/2024 2:15:00 AM,179103728,28840.19,115360760.0,28840.19
4/30/2024 2:30:00 AM,179103728,29680.2,118720800.0,29680.2
4/30/2024 2:45:00 AM,179103728,28652.65,114610600.0,28652.65
4/30/2024 3:00:00 AM,179103728,29491.39,117965560.0,29491.39
4/30/2024 3:15:00 AM,179103728,32741.59,130966360.0,32741.59
4/30/2024 3:30:00 AM,179103728,29517.48,118069920.0,29517.48
4/30/2024 3:45:00 AM,179103728,29076.0,116304000.0,29076.0
4/30/2024 4:00:00 AM,179103728,29145.91,116583640.0,29145.91
4/30/2024 4:15:00 AM,179103728,36197.33,144789320.0,36197.33
4/30/2024 4:30:00 AM,179103728,28299.72,113198880.0,28299.72
4/30/2024 4:45:00 AM,179103728,28795.94,115183760.0,28795.94
4/30/2024 5:00:00 AM,179103728,38285.3,153141200.0,38285.3
